sha, contributor, date, message
2e9e6a9c36, starfort-jp, Sat May 12 23:13:22 2018, "Update Japanese Translation"
9311393016, Jeff Young, Sun May 13 00:04:11 2018, "Add expand/collapse to grouped rows in Fields Editor."
ba1e0efdad, jean-pierre charras, Sat May 12 20:48:50 2018, "Pcbnew, GAL mode: Fix incorrect management of zones in append board and copy from Paste from clipboard."
9704891c8f, jean-pierre charras, Sat May 12 11:32:06 2018, "Cvpcb, fo viewer frame: fix a bug (close frame widget not active) due to a too zealous cleanup."
6e5131be5a, jean-pierre charras, Sat May 12 10:44:31 2018, "Minor fix in fp editor and fp viewer: display the fp info instead of the useless board info. board info makes sense only in board editor, not in fp editor and fp viewer."
2bab30d9ac, Seth Hillbrand, Fri Jan 26 01:38:29 2018, "Allow Kicad to use OpenCascade"
da5f2874c5, Seth Hillbrand, Sat May 12 01:41:31 2018, "Adding white outline to zoom icons"
6a726ca299, Seth Hillbrand, Thu May 10 17:28:26 2018, "Unify polygon point checks"
f2aea97807, Seth Hillbrand, Thu May 10 17:26:40 2018, "Calculate inside polygon using points"
d67821d771, Seth Hillbrand, Tue May 8 22:03:52 2018, "Add a clearance check for closed shape line chains"
108dc20fba, Jeff Young, Fri May 11 22:49:18 2018, "Keep first segment of wire attached to sheet pin horizontal."
62d6750ced, Jeff Young, Fri May 11 15:44:36 2018, "Use default for attribute "display" if not found."
09622a4c9f, Jeff Young, Fri May 11 14:01:30 2018, "Replace messageBox with assert for non-fatal error."
e91e88bfa1, Jeff Young, Fri May 11 13:32:12 2018, "Make sure read-only attr sticks when grid table rebuilt."
6e83f99c72, Jeff Young, Fri May 11 11:32:54 2018, "Relax fully-annotated constraint for BOM editor."
f73b9a55a7, Maciej Suminski, Fri May 11 10:23:40 2018, "Fixed an assert in DHEAD::append()"
3d2d230eba, Marco Ciampa, Thu May 10 23:27:06 2018, "Updated Italian translation"
2ed24a46b2, jean-pierre charras, Thu May 10 15:14:08 2018, "Try to fix Jenkins build error (link error)."
daa7abec70, jean-pierre charras, Thu May 10 14:21:39 2018, "Update demo to use V5 libs"
dffdf04cd9, Jeff Young, Thu May 10 13:14:54 2018, "Update footprint value when it's a proxy for FPID."
a65088419e, Jeff Young, Thu May 10 12:53:07 2018, "More forgiving keyword search."
933ff189ad, Jeff Young, Thu May 10 10:59:59 2018, "Remember the last directory in FPLib Wizard."
e339007d22, jean-pierre charras, Thu May 10 12:49:20 2018, "3D viewer: fix some issues when opened from a frame and changes are made in a other frame:"
d41e64b0ff, Wayne Stambaugh, Wed May 9 23:38:06 2018, "Fix dialog grid sizer padding issue on GTK builds."
7bd9fc9235, Wayne Stambaugh, Wed May 9 20:12:26 2018, "Fix footprint editor options dialog layout."
7b887c4844, Wayne Stambaugh, Wed May 9 20:01:50 2018, "Fix static text iss in board editor footprint properties dialog."
b67bab2f98, Wayne Stambaugh, Wed May 9 19:52:04 2018, "Fix layout issues in footprint editor footprint properties dialog."
1f898b1e80, Wayne Stambaugh, Wed May 9 19:23:45 2018, "Fix control padding in choose footprint dialog."
03b85c7544, Wayne Stambaugh, Wed May 9 19:11:13 2018, "Fix control alignment and padding in footprint properties dialog."
b9808da0a8, jean-pierre charras, Wed May 9 13:24:42 2018, "Use wxStdDialogButtonSizer in dialog."
787ee62db3, Wayne Stambaugh, Wed May 9 17:33:26 2018, "Fix inconsistent padding in Pcbnew plot dialog."
ab36ae3e3d, Marco Ciampa, Wed May 9 12:52:26 2018, "Update Italian translation"
194c57133c, Maciej Suminski, Wed May 9 11:15:00 2018, "SCH_LEGACY_PLUGIN::loadHierarchy() uses a stack to maintain sheet paths"
6866c0c8a5, jean-pierre charras, Tue May 8 20:22:46 2018, "Update demo to use V5 libs"
31b026c70f, Jeff Young, Tue May 8 21:01:29 2018, "Another attempt to fix the initial button layout on GTK."
e5374981aa, Jeff Young, Tue May 8 19:43:40 2018, "Improve spacing of Plot button on GTK."
36850a539b, Jeff Young, Tue May 8 18:56:30 2018, "Make layers manager terminology consistent."
b90f70e230, Seth Hillbrand, Tue May 8 19:40:50 2018, "Update footprint filter type-in to be implicit *"
a997aad144, Jeff Young, Tue May 8 17:04:04 2018, "Fix issue on re-titling sdbSizer button on GTK."
4cc62ce038, jean-pierre charras, Tue May 8 16:07:09 2018, "3D viewer: minor enhancement: display the name of the 3D shape being loaded."
8a70acb821, jean-pierre charras, Tue May 8 15:29:21 2018, "Update demos to use V5 libraries."
dcf4d7caa7, Tomasz Włostowski, Tue May 8 15:17:33 2018, "router: allow placing via without track in shove mode"
c8f4e1051b, Maciej Suminski, Tue May 8 12:17:46 2018, "Eagle SCH import: keep multi-unit parts not interchangeable"
2b46bda2f2, Maciej Suminski, Tue May 8 11:47:14 2018, "PNS router: apply the last stable state after dragging"
471e3de5a7, Maciej Suminski, Tue May 8 11:21:55 2018, "Fixed board append function, broken in 046e73ec"
8cb3aa79f2, Maciej Suminski, Tue May 8 10:36:50 2018, "pcbnew_control.cpp code formatting"
046e73ecac, Maciej Suminski, Mon May 7 22:17:20 2018, "Clear the source DLIST when pasting items to a BOARD"
44bf92ae64, jean-pierre charras, Tue May 8 09:46:25 2018, "Annotate schematic: fix annotation bug with multi-unit parts when these parts have a duplicate reference."
ad6956b05d, Jeff Young, Tue May 8 01:21:21 2018, "Move zone fill check for plot to a checkbox option."
5c5b74b29e, Wayne Stambaugh, Mon May 7 17:47:16 2018, "Fix user configuration path bug on Linux."
dbc2eea3db, Seth Hillbrand, Mon May 7 22:51:40 2018, "Optimize itemset"
4c7f5f2a2f, Seth Hillbrand, Mon May 7 22:49:36 2018, "Allow disabling snap-to when placing vias"
ffe194567a, Maciej Suminski, Fri May 4 16:10:18 2018, "DLIST: extra checks"
d2d5657aff, Maciej Suminski, Fri May 4 15:10:44 2018, "DLIST: replace wxASSERT with wxCHECK for checks that would lead to a crash"
ef698384a7, Maciej Suminski, Fri May 4 15:56:44 2018, "Eagle PCB importer: changed m_Track.Insert() to m_Track.PushBack()"
a3770bf6e1, jean-pierre charras, Mon May 7 12:47:11 2018, "Gerbview: fix a crash when Gerbview starts by loading a gerber job file (run from a command line)"
d35a6f1e6d, jean-pierre charras, Mon May 7 08:50:17 2018, "Gerber job file, update to the latest file specification: add a change forgotten in the first commit."
45711a5766, Marco Ciampa, Sun May 6 17:34:19 2018, "Updated Italian translation"
d4163f4fce, Liu Guang, Sun May 6 13:56:06 2018, "Update simplified Chinese translation"
34115d81bc, Liu Guang, Sun May 6 13:12:53 2018, "Update simplified Chinese translation"
ffa98248eb, Liu Guang, Sun May 6 09:02:05 2018, "Update simplified Chinese translation"
db9b286088, Liu Guang, Sun May 6 08:34:24 2018, "Update simplified chinese translation"
4839e9a4e5, Liu Guang, Sun May 6 08:01:11 2018, "Update simplified Chinese translation"
ac5d6f340d, Liu Guang, Sun May 6 07:28:32 2018, "Update simplified Chinese translation"
025b9dd883, Liu Guang, Sun May 6 06:51:15 2018, "Update simplified Chinese translation"
4bff5bd4e7, Carsten Schoenert, Sat May 5 18:14:08 2018, "de: update po file after upstream changes"
07e7340a96, Jeff Young, Sun May 6 15:05:07 2018, "Make sure doc gets refreshed when zone check results in refill."
db8c57dbc6, jean-pierre charras, Sun May 6 12:49:35 2018, "fix a minor compil warning"
b29550de5d, jean-pierre charras, Sat May 5 13:59:47 2018, "Gerber job file: minor update to the latest file specification."
90951ac1d1, jean-pierre charras, Sat May 5 12:45:36 2018, "Update demo to use V5 libraries."
5a90858a46, Jeff Young, Sun May 6 01:21:54 2018, "Convert unit indicies to reference letters for annotation messages."
aa7da5dfcd, Jeff Young, Sun May 6 00:39:43 2018, "Treat ${...} and $(...) envvar references uniformly."
a31017bc9c, Jeff Young, Fri May 4 00:23:47 2018, "Check zone fills before plotting."
cad2d0656c, Thomas Pointhuber, Thu Apr 26 21:28:08 2018, "Remove Items from Menubar of 3D Viewer which are available over dialog"
32af04c6a6, Thomas Pointhuber, Thu Apr 26 20:58:49 2018, "Adjust Menubar of 3D Viewer to common style"
6e1f3dab68, Marco Ciampa, Sat May 5 02:39:03 2018, "Updated Italian translation"
1f5b575eaf, Jeff Young, Fri May 4 18:20:41 2018, "Pretty-up new pad clearance UI."
c23b263e39, Jeff Young, Fri May 4 16:43:59 2018, "Fix display issues in Layers list in Keepout Zone Properties."
bfe636d327, Seth Hillbrand, Fri May 4 18:59:35 2018, "Query user to create library on save"
5ca6864a40, Seth Hillbrand, Fri May 4 18:10:51 2018, "Improve error message granularity"
e0ca5bab11, Steven A. Falco, Fri Apr 27 15:29:53 2018, "Fix comment typo."
9648584827, Seth Hillbrand, Fri May 4 00:46:42 2018, "Adjusting the breakout optimizer for custom pads"
b2c4519c2c, Seth Hillbrand, Thu May 3 19:52:42 2018, "Setting custom pad shape to be outline for PNS"
93c7f65d96, jean-pierre charras, Wed May 2 10:31:10 2018, "mask clearance parameters: use clearances only for pads on copper layers, and never for pads on technical layers only."
684f085ac5, Maciej Suminski, Fri May 4 14:01:26 2018, "Coverity fixes"
33424c1f71, DESKTOP-3NKT2CE\Home, Fri May 4 07:12:40 2018, "Update simplified Chinese translation."
1355094706, DESKTOP-3NKT2CE\Home, Fri May 4 05:43:27 2018, "Update simplified Chinese translation."
8c81a7d8d5, CNLiuGuang, Thu May 3 20:07:12 2018, "校对 “编辑快捷键”"
1ac905d3ee, Seth Hillbrand, Thu May 3 18:31:00 2018, "Allow PNS to select nearest pad when two overlap"
296ada95a3, Seth Hillbrand, Wed May 2 19:02:51 2018, "Remove unused private vars"
5b44e80355, jean-pierre charras, Thu May 3 18:27:02 2018, "Fix incorrect gerber job file syntax, when a board has inner layers."
0f5eb421b3, Wayne Stambaugh, Thu May 3 16:49:44 2018, "Fix duplicate menu shortcuts in Eeschema View menu."
7c7a6ea979, Wayne Stambaugh, Thu May 3 16:20:50 2018, "Fix board file formatting bug."
a2448cf4a5, Jeff Young, Thu May 3 16:03:26 2018, "Add missing settings to ModEdit's preferences."
d0d9bb25c0, Jeff Young, Thu May 3 15:52:43 2018, "Menu consistence (add Config Paths to LibEdit)."
8411ef04d0, Maciej Suminski, Thu May 3 12:20:40 2018, "Size fields list correctly in symbol properties editor"
70cd27314b, Maciej Suminski, Thu May 3 11:58:13 2018, "Autocompletion for Spice model selector"
72a70d61d8, Maciej Suminski, Thu May 3 11:29:34 2018, "Fixed the default value generated for Spice_Node_Sequence field"
493d33ceb1, ElektroQuark, Thu May 3 10:57:24 2018, "es test"
dae38ec864, Marco Ciampa, Thu May 3 01:58:41 2018, "Updated Spanish translation definitions"
bf135b0690, Jeff Young, Thu May 3 00:33:53 2018, "Change Libedit save icon from Save Library to Save All Libraries."
2eddf1d8db, Tomasz Włostowski, Thu May 3 00:05:39 2018, "router: prevent a very unlikely infinite loop in PNS::LINE::Walkaround() causing an OOM&segfault"
af739f5b00, Jeff Young, Wed May 2 22:20:21 2018, "Check for duplicates when adding libraries."
c842ddfb97, Jeff Young, Wed May 2 22:12:11 2018, "Fix message mismatch in YesNoCancelDialog."
106dd60e45, Jeff Young, Wed May 2 16:46:09 2018, "Only adjust LAYER_WIDGET font size if larger than indicator."
2f157f9b23, Jeff Young, Wed May 2 13:57:18 2018, "Enable magnetic pads in Modedit."
037f7a1698, jean-pierre charras, Wed May 2 21:42:41 2018, "Cosmetic enhancement: Add missing icons in GAL Select submenu (context submenu)."
6b973f42eb, Seth Hillbrand, Wed May 2 18:06:10 2018, "Re-enabling lock/unlock context menus in legacy"
76d3b6f04a, Seth Hillbrand, Wed May 2 17:34:13 2018, "Adding locking to the context menu for modules"
73eab29802, Maciej Suminski, Wed May 2 17:06:13 2018, "Removed 2 unused variables from PNS::LINE::Walkaround()"
439cc6a967, Maciej Suminski, Wed May 2 15:34:04 2018, "Remove redundant window scroll event handlers in WX_VIEW_CONTROLS"
69a31242b9, Jeff Young, Wed May 2 11:31:06 2018, "Change status bar Unconnected to Unrouted."
8d1ce7f3a0, Marco Ciampa, Wed May 2 10:04:07 2018, "Update Italian translation"
5a9364e4d5, Marco Ciampa, Wed May 2 09:47:30 2018, "Updated Chinese strings on request of translator"
62522ee450, Seth Hillbrand, Thu Apr 19 22:42:25 2018, "Prevent implicit * from wildcard match in footprint"
2836d36de8, Seth Hillbrand, Wed May 2 01:23:06 2018, "Removing legacy autorouter menu options"
aec490e3ac, Jeff Young, Wed May 2 00:26:38 2018, "Handle single- and double-click in Place Footprint history list."
8f2fee8bb8, Jeff Young, Tue May 1 22:57:00 2018, "Fix accidental revert."
75e91f4cfd, Jeff Young, Tue May 1 22:46:05 2018, "Make sure Cvpcb doesn't use its own FP_LIB_TABLE."
26197c333e, Shivpratap Chauhan, Tue May 1 10:14:23 2018, "At very first launch, old settings/config does not exist"
295941c14d, Jeff Young, Tue May 1 14:52:11 2018, "Don't leave Zones with "dead" nets."
6b3410974d, Jeff Young, Mon Apr 30 18:03:50 2018, "Fix "same layers" test when duplicating zones."
632295efcc, Marco Ciampa, Tue May 1 00:19:50 2018, "Updated Italian translation"
5d71153eab, Wayne Stambaugh, Mon Apr 30 21:47:50 2018, "Fix macos build bug caused by commit 2f5fdcf3."
6850e23fe0, Wayne Stambaugh, Mon Apr 30 21:17:34 2018, "Replace printf debugging output in common/project.cpp with wxLogTrace."
b2b70ed7e3, Seth Hillbrand, Mon Apr 30 20:15:29 2018, "Fix minor signed/unsigned comparison"
12487e14ab, Seth Hillbrand, Mon Apr 30 18:14:23 2018, "Reduce extra loop comparison"
2f5fdcf329, Simon Richter, Sat Apr 28 21:56:48 2018, "Don't reference CMAKE_INSTALL_PREFIX in installation paths"
5ac4dbe641, Andrzej Wolski, Sat Apr 28 22:32:39 2018, "Fix window/crossed selection mode recognition in flipped view"
7395949ae0, jean-pierre charras, Mon Apr 30 11:44:35 2018, "LIB_ID: fix incorrect detection of illegal chars, when values are not ASCII values."
b636aaddf6, jean-pierre charras, Sun Apr 29 15:45:11 2018, "Eeschema: fix incorrect UI messages in dialogs due to using UTF8 strings instead of wxStrings (unicode) to build them. (Added a explicit to build a Unicode string in UI messages to avoid mistakes)"
c8a784058e, Jeff Young, Sun Apr 29 21:26:56 2018, "Allow duplicating a zone onto the same layer in a GAL canvas."
ae711d9994, Jeff Young, Sun Apr 29 19:51:18 2018, "Separate clearance axes when plotting pads to DXF (among other things)."
7b734551d3, Jeff Young, Sun Apr 29 17:54:37 2018, "Make sure pin-caches are up-to-date before testing dangling ends."
21ceb786ac, Jeff Young, Sun Apr 29 16:08:23 2018, "Clear annotations *after* rebuilding symbol links."
28c1b2f6cc, Eldar Khayrullin, Sun Apr 29 15:54:36 2018, "ru: KiCad/kicad-source-mirror@ccb668c10"
41b92b6d0f, Jeff Young, Sun Apr 29 10:44:05 2018, "Don't discard footprint's library ID when saving."
445345520a, Marco Ciampa, Sun Apr 29 02:03:22 2018, "Updated Italian translation"
ccb668c105, jean-pierre charras, Sat Apr 28 20:31:50 2018, "3D viewer: fix polygon contours of pads solder paste when solder paste ratio was not null. (the oval and round rect pads 3D contours were incorrect)"
2a87117edc, Seth Hillbrand, Wed Apr 25 01:28:13 2018, "Speed load/unload of complex boards"
458f9f5c97, jean-pierre charras, Sat Apr 28 12:41:24 2018, "3D viewer: fix incorrect calculation of pad shapes with clearance (i.e. pad shapes on solder paste and solder mask layers)"
d65cb473f8, Carsten Schoenert, Sat Apr 28 09:23:49 2018, "de: update po file after upstream changes"
91cfecaa12, Jeff Young, Sat Apr 28 11:43:41 2018, "Don't allow wxDataViewCtrl updates during model update."
5a051358b7, Maciej Suminski, Sat Apr 28 01:19:42 2018, "Removed an obsolete comment"
9960416e32, Maciej Suminski, Sat Apr 28 00:58:16 2018, "Spice simulator: plot currents in DC sweep simulation"
4d6947b56a, Maciej Suminski, Sat Apr 28 00:35:53 2018, "Spice simulator: do not display V(0) in the signals list"
539d12b08f, Maciej Suminski, Sat Apr 28 00:34:06 2018, "Spice simulator: more elegant approach to generating Spice device names"
095112a902, Maciej Suminski, Fri Apr 27 23:09:18 2018, "Spice simulator: add device prefix only when necessary for DC sweep (missing in bc67d1ad)"
502bed083d, jean-pierre charras, Fri Apr 27 20:35:23 2018, "Fix a minimal size for the spice simulator frame."
a9dd5b5335, jean-pierre charras, Fri Apr 27 18:33:13 2018, "Sim spice fix: the frame size was not the last stored size (like for other frames) but a default fixed value. The frame size (and its subframes) is now the last used."
cfd2f1d001, Jeff Young, Fri Apr 27 16:25:33 2018, "Missed some menu items in the earlier clean-up."
942d4e7658, Jeff Young, Fri Apr 27 16:24:12 2018, "Check footprint history list for validity."
ccce376e33, jean-pierre charras, Fri Apr 27 16:01:46 2018, "Refinements for commit 986b904 (Add comments and a minor fix)"
bc67d1ad8c, Maciej Suminski, Fri Apr 27 14:16:55 2018, "Spice simulator: prefix reference with device type only when necesary"
986b90424b, jean-pierre charras, Fri Apr 27 14:03:33 2018, "Fix an issue in LoadPlugins(bundlepath=None) python method (Windows specific). For some obscure (for me) reason, the path separators in bundlepath are seen as escape seq, and the path can be incorrectly handled (when \n or \r are found in this string). it happens only for this path, not for other paths in LoadPlugins. For bundlepath parameter, unix separator is now used."
7d9dea7897, Maciej Suminski, Fri Apr 27 10:03:36 2018, "Remove an excessive assert for Cairo canvas size"
576802a487, ElektroQuark, Thu Apr 26 19:21:16 2018, "es updated to 18/04/26"
5e5e80d392, Jeff Young, Thu Apr 26 20:12:14 2018, "Don't allow panel to overwrite values set in Spice Model editor."
6ccc8577ad, Jeff Young, Thu Apr 26 19:00:25 2018, "Hand-code calculation of field names column width."
641c8bb548, jean-pierre charras, Thu Apr 26 19:42:39 2018, "PCBNew: Fix crash while routing in Legacy canvas it was due to a incorrect behavior of TRACK::GetBestInsertPoint( BOARD* aPcb ) Also: update comment for this method."
